,date_time,user_name,in_out,user_class
429,2023-07-26 21:45:46,화달-노비스,IN,노비스
430,2023-07-26 21:45:58,화달-노비스,OUT,노비스
431,2023-07-26 21:46:23,화달-노비스,IN,노비스
432,2023-07-26 22:26:48,이양봉 - 노비스,IN,노비스
433,2023-07-26 22:29:33,서갓생,IN,Not defined
434,2023-07-27 00:16:31,멋쟁이 - 노비스,IN,노비스
435,2023-07-27 00:35:01,성공장 - 노비스,IN,노비스
436,2023-07-27 01:18:44,자이자-노비스,OUT,노비스
437,2023-07-27 03:16:18,플덩- 노비스,IN,노비스
438,2023-07-27 08:36:50,빈살만-노비스,OUT,노비스
439,2023-07-27 10:28:44,매틱스-노비스,IN,노비스
440,2023-07-27 11:39:53,강코트-노비스,IN,노비스
441,2023-07-27 17:59:22,스틴-노비스,IN,노비스
442,2023-07-27 18:23:08,미진 - 노비스,IN,노비스
443,2023-07-27 18:38:07,부자됐다- 노비스,IN,노비스
444,2023-07-27 22:12:37,하악이-노비스,IN,노비스
445,2023-07-28 09:27:50,GL혼혈-노비스,IN,노비스
446,2023-07-28 13:54:22,화가 난 제이지,IN,Not defined
447,2023-07-28 15:23:20,똑소원 - seo수강생,IN,수강생
448,2023-07-28 16:05:50,손힘찬 - 기버,IN,기버
449,2023-07-28 18:17:58,Grabbit-노비스,IN,노비스
450,2023-07-28 20:16:20,Bottleluck -노비스,IN,노비스
451,2023-07-28 22:08:51,애교뿜뿜 무지 - 노비스,IN,노비스
452,2023-07-29 04:49:51,우동 - 노비스,IN,노비스
453,2023-07-29 16:07:50,dawny-노비스,IN,노비스
454,2023-07-29 20:39:22,아카크-노비스,IN,노비스
455,2023-07-29 21:23:38,로알녀 - 노비스,IN,노비스
456,2023-07-29 23:17:52,살콤달콤 - 노비스,IN,노비스
457,2023-07-30 02:37:02,민준 - 노비스,IN,노비스
458,2023-07-30 06:12:47,으쓱으쓱 어피치,IN,Not defined
459,2023-07-30 07:44:41,호빈이/노마드,IN,Not defined
460,2023-07-30 09:27:06,세부태리-노비스,IN,노비스
461,2023-07-30 14:30:54,하모,IN,Not defined
462,2023-07-30 15:01:30,soulmanoo- 노비스,IN,노비스
463,2023-07-30 16:18:33,김꼬꼬 - 노비스,OUT,노비스
464,2023-07-30 20:35:10,티오피-노비스,IN,노비스
465,2023-07-30 22:23:08,워프워프,IN,Not defined
466,2023-08-01 00:37:02,줄리아의 눈- 노비스,IN,노비스
467,2023-08-01 17:15:18,도미닉-노비스,IN,노비스
468,2023-08-01 18:07:18,초밥왕-노비스,IN,노비스
469,2023-08-01 19:33:53,Hyunuk-노비스,IN,노비스
470,2023-08-01 22:11:35,안테암불로의삶 - 노비스,IN,노비스
471,2023-08-02 08:30:40,서아시스-노비스,IN,노비스
472,2023-08-02 10:10:05,역삼개발자 - 노비스,IN,노비스
473,2023-08-02 12:52:59,애기빈,IN,Not defined
474,2023-08-02 18:14:35,훈초이 - 노비스,OUT,노비스
475,2023-08-02 20:03:03,붓다 - 노비스,IN,노비스
476,2023-08-02 20:35:48,카사블랑카-노비스,IN,노비스
477,2023-08-02 20:56:09,김가재,IN,Not defined
478,2023-08-03 00:48:45,JH9944-노비스,IN,노비스
479,2023-08-03 04:45:11,마드라스 - 노비스,OUT,노비스
480,2023-08-03 10:12:58,블루루블 - 노비스,IN,노비스
481,2023-08-04 11:35:35,딩두-노비스,IN,노비스
482,2023-08-04 20:02:37,그리버-노비스,IN,노비스
483,2023-08-04 21:43:15,싸비터치 - 노비스,OUT,노비스
484,2023-08-04 23:03:16,워프고고 - 노비스,IN,노비스
485,2023-08-05 00:56:43,멍뭉 - 워프수강생,IN,수강생
486,2023-08-05 11:08:32,제리알지-노비스,IN,노비스
487,2023-08-05 15:23:59,원펀맨-노비,OUT,Not defined
488,2023-08-05 17:11:26,플라스,IN,Not defined
489,2023-08-05 17:30:09,김정민 - 노비스,IN,노비스
490,2023-08-05 23:27:21,릴모-노비스,IN,노비스
491,2023-08-06 03:38:52,벨류스-워프수강생,IN,수강생
492,2023-08-06 15:09:03,장답,IN,Not defined
493,2023-08-06 15:32:12,Wol1000 - 노비스,IN,노비스
494,2023-08-06 16:34:03,준1122 노비스,IN,노비스
495,2023-08-06 19:50:55,뚱딴지 - 노비스,IN,노비스
496,2023-08-06 20:29:21,프론-노비스,OUT,노비스
497,2023-08-06 21:23:45,희철-노비스,IN,노비스
498,2023-08-06 22:36:07,30살 불로소득 - 워프수강생,IN,수강생
499,2023-08-06 22:38:06,30살 불로소득 - 워프수강생,OUT,수강생
500,2023-08-06 22:38:37,30살 불로소득 - 워프수강생,IN,수강생
501,2023-08-07 12:17:20,데아노-노비스,IN,노비스
502,2023-08-07 13:48:06,로리-노비스,IN,노비스
503,2023-08-07 15:37:38,킁킁냠냠-노비스,OUT,노비스
504,2023-08-07 16:58:56,서아시스-노비스,OUT,노비스
505,2023-08-07 22:10:41,Young Studio - 노비스,IN,노비스
506,2023-08-07 23:57:51,랜서,IN,Not defined
507,2023-08-08 00:45:37,김래아 - 노비스,IN,노비스
508,2023-08-08 09:11:32,테드창-노비스,IN,노비스
509,2023-08-08 18:21:21,Jye-노비스,IN,노비스
510,2023-08-08 18:25:52,숨니니 - 노비스,IN,노비스
511,2023-08-08 19:20:48,슘삐-노비스,IN,노비스
512,2023-08-08 19:38:58,쿠키1214-노비스,IN,노비스
513,2023-08-08 23:36:05,스텀-노비스,IN,노비스
514,2023-08-09 00:03:06,로이킴 -노비스,IN,노비스
515,2023-08-09 01:50:35,박잉어 - 노비스,OUT,노비스
516,2023-08-09 02:35:31,브루니랩,IN,Not defined
517,2023-08-09 03:20:59,공츄🌹,IN,Not defined
518,2023-08-09 07:48:49,고라파덕-노비스,IN,노비스
519,2023-08-09 08:50:15,꼬르륵-노비스,IN,노비스
520,2023-08-09 08:55:30,조프로-노비스,IN,노비스
521,2023-08-09 09:34:08,티-워프수강생,IN,수강생
522,2023-08-09 09:34:27,티-워프수강생,OUT,수강생
523,2023-08-09 09:34:49,티-워프수강생,IN,수강생
524,2023-08-09 10:00:58,퀀텀점프-워프 수강생,IN,수강생
525,2023-08-09 10:26:47,원노마드-워프수강생,IN,수강생
526,2023-08-09 11:41:38,세즈-노비스,IN,노비스
527,2023-08-09 11:55:15,홍지원 - 노마드,IN,Not defined
528,2023-08-09 16:42:00,깡연걸-노비스,OUT,노비스
529,2023-08-09 16:44:41,민키스 - 노비스,IN,노비스
530,2023-08-09 16:46:54,공츄🌹,OUT,Not defined
531,2023-08-09 16:49:07,더윈 - 노마드,IN,Not defined
532,2023-08-10 07:05:31,역행즈아_노비스,IN,노비스
533,2023-08-10 09:11:39,말썽쟁이 네오,OUT,Not defined
534,2023-08-10 11:41:21,유니001 - 노비스,IN,노비스
535,2023-08-10 14:48:05,쏘링 - 노비스,IN,노비스
536,2023-08-10 18:43:55,David - 워프수강생,OUT,수강생
537,2023-08-10 19:25:09,Jos-노비스,IN,노비스
538,2023-08-10 19:28:11,Jos-노비스,OUT,노비스
539,2023-08-10 19:28:53,Jos-노비스,IN,노비스
540,2023-08-10 20:31:50,초롱이 - 노비스,IN,노비스
541,2023-08-11 11:20:22,쑥쑥1-노비스,IN,노비스
542,2023-08-11 13:24:18,쌍끌/SEO수강생,IN,수강생
543,2023-08-11 15:18:55,좌영쓰Park - 노비스,IN,노비스
544,2023-08-13 10:50:20,B2R,IN,Not defined
545,2023-08-13 12:13:24,이현주,IN,Not defined
546,2023-08-13 15:24:55,zoe,IN,Not defined
547,2023-08-13 17:41:50,지노 - 노비스,IN,노비스
548,2023-08-13 18:09:35,지노 - 노비스,OUT,노비스
549,2023-08-13 22:05:39,초밥-노비스,IN,노비스
550,2023-08-13 23:04:13,혁 - SEO 수강생,IN,수강생
551,2023-08-13 23:33:24,형돈 - 노비스,IN,노비스
552,2023-08-14 01:25:18,오동원 - 노비스,IN,노비스
553,2023-08-14 08:22:32,얍쇌 - 노비스,IN,노비스
554,2023-08-14 14:06:34,마라팜-노비스,IN,노비스
555,2023-08-14 15:36:25,11하늘별(노비스),IN,노비스
556,2023-08-14 21:24:28,안지-노비스,IN,노비스
557,2023-08-14 22:16:13,아이스캡 - 노비스,IN,노비스
558,2023-08-15 00:30:45,헌떠/노비스,OUT,노비스
559,2023-08-15 10:05:37,석도현-노비스,IN,노비스
560,2023-08-15 10:54:19,빠찌-노비스,IN,노비스
561,2023-08-15 15:58:13,하얀물감 - 노비스,IN,노비스
562,2023-08-15 20:02:54,주황오리-노비스,IN,노비스
563,2023-08-15 20:13:54,오늘오뉴 - 노비스,IN,노비스
564,2023-08-15 21:50:04,조자룡 - 노비스,IN,노비스
565,2023-08-15 22:02:16,도어-노비스,IN,노비스
566,2023-08-15 22:54:15,gray - 노비스,IN,노비스
567,2023-08-15 23:00:28,귀여운고래-노비스,IN,노비스
568,2023-08-15 23:50:08,또또뚜뚜-노비스,IN,노비스
569,2023-08-16 00:25:06,노아 - 노비스,IN,노비스
570,2023-08-16 00:30:30,봄찌 - 노비스,IN,노비스
571,2023-08-16 00:32:32,림스타 - 노비스,IN,노비스
572,2023-08-16 04:36:49,상주 고래 - 노비스,IN,노비스
573,2023-08-16 11:27:42,보통이 - 노비스,IN,노비스
574,2023-08-16 14:04:57,윤쓰,OUT,Not defined
575,2023-08-17 14:33:47,효콩-노비스,IN,노비스
576,2023-08-17 15:17:04,캠린이쓰-노비스,IN,노비스
577,2023-08-17 16:22:06,자기충족적 예언,IN,Not defined
578,2023-08-17 16:43:34,soohyun - 노비스,IN,노비스
579,2023-08-17 16:45:00,soohyun - 노비스,OUT,노비스
580,2023-08-17 16:45:29,soohyun - 노비스,IN,노비스
581,2023-08-17 17:42:52,에이와이 - 노비스,IN,노비스
582,2023-08-17 17:58:29,mianny-노비스,IN,노비스
583,2023-08-17 19:04:56,그냥해1 - 노비스,IN,노비스
584,2023-08-17 19:29:25,디디 - 노비스,IN,노비스
585,2023-08-17 19:46:52,감자친-노비스,IN,노비스
586,2023-08-17 20:04:50,소소머니-노비스,IN,노비스
587,2023-08-17 20:18:18,얼동식-노비스,IN,노비스
588,2023-08-17 20:36:59,안준우 - 노비스,IN,노비스
589,2023-08-17 20:37:03,JH_노비스,IN,노비스
590,2023-08-17 20:59:07,kkwnn - 노비스,IN,노비스
591,2023-08-17 21:27:34,머스탱 - 노비스,IN,노비스
592,2023-08-17 21:46:57,다디비다빈,IN,Not defined
593,2023-08-17 21:49:45,243000-노비스,IN,노비스
594,2023-08-17 22:26:54,더온-노비드,IN,Not defined
595,2023-08-17 22:28:29,디노디노1-노비스,IN,노비스
596,2023-08-17 22:36:38,Juny-노비스,IN,노비스
597,2023-08-17 22:57:52,나랑도전-노비스,IN,노비스
598,2023-08-17 23:26:27,호대 - 노비스,IN,노비스
599,2023-08-17 23:31:27,열공 피치 - 노비스,IN,노비스
600,2023-08-17 23:37:00,nj48 - 노비스,IN,노비스
601,2023-08-18 00:39:14,버찌꾸 - 노비스,IN,노비스
602,2023-08-18 02:00:48,감나뭉 - 노비스,IN,노비스
603,2023-08-18 02:04:10,일고 노비스,IN,노비스
604,2023-08-18 03:22:40,이집사 - 노비스,IN,노비스
605,2023-08-18 05:19:42,realblackcow100/노비스,IN,노비스
606,2023-08-18 05:20:38,realblackcow100/노비스,OUT,노비스
607,2023-08-18 05:22:45,realblackcow100/노비스,IN,노비스
608,2023-08-18 07:53:10,워스 - 테이커,IN,테이커
609,2023-08-18 10:54:11,망규 - SEO 수강생,IN,수강생
610,2023-08-18 11:01:18,제주돼지고기-노비스,IN,노비스
611,2023-08-18 12:13:35,현정-노비스,IN,노비스
612,2023-08-18 12:30:42,진짜열심히할거에요-노비스,IN,노비스
613,2023-08-18 13:20:44,매실-노비스,OUT,노비스
614,2023-08-18 14:03:13,폭풍성장-노비스,OUT,노비스
615,2023-08-18 14:05:11,퓰 - 노비스,OUT,노비스
616,2023-08-18 14:15:15,강의지,IN,Not defined
617,2023-08-18 14:42:48,포토잼이 노비스,IN,노비스
618,2023-08-18 17:02:32,잉아-노비스,IN,노비스
619,2023-08-18 17:19:06,Q1 - 노비스,IN,노비스
620,2023-08-18 18:03:14,벙찐 튜브,IN,Not defined
621,2023-08-18 18:22:11,정녕-노비스,IN,노비스
622,2023-08-18 19:45:54,저니-노비스,IN,노비스
623,2023-08-18 21:58:35,대박나라-노비스,IN,노비스
624,2023-08-18 22:30:34,전재경 - 노비스,IN,노비스
625,2023-08-21 11:27:56,채채 - 노비스,IN,노비스
626,2023-08-21 12:19:49,덕구1 - 노비스,IN,노비스
627,2023-08-21 12:24:07,덕구1 - 노비스,OUT,노비스
628,2023-08-21 12:24:38,덕구1 - 노비스,IN,노비스
629,2023-08-21 13:30:37,쏘-노비스,IN,노비스
630,2023-08-21 14:10:38,지니우-노비스,IN,노비스
631,2023-08-21 15:02:04,강은비 - 워프 수강생,IN,수강생
632,2023-08-21 16:06:04,Soung-노비스,IN,노비스
633,2023-08-21 16:12:33,어우다-노비스,OUT,노비스
634,2023-08-21 16:39:59,델모나코 - 노비스,IN,노비스
635,2023-08-21 19:26:47,일랑-테이커,IN,테이커
636,2023-08-21 20:34:37,mean88-노비스,IN,노비스
637,2023-08-21 23:26:14,김민혁-노비스,IN,노비스
638,2023-08-21 23:47:09,월3억가보자고-노비스,IN,노비스
639,2023-08-22 01:17:34,doimamㅡ입문노마드,OUT,Not defined
640,2023-08-22 02:39:13,잇찬 - 노비스,IN,노비스
641,2023-08-22 11:16:17,지아 - 노비스,IN,노비스
642,2023-08-22 12:03:03,박지운-노비스,IN,노비스
643,2023-08-22 15:57:05,용,OUT,Not defined
644,2023-08-22 17:08:29,굿라이프현 - 노비스,IN,노비스
645,2023-08-22 17:44:37,GLB - 노비스,IN,노비스
646,2023-08-22 20:22:39,도갬 - 노비스,IN,노비스
647,2023-08-22 21:14:55,새론키친-노비스,IN,노비스
648,2023-08-22 22:01:21,thsuswhtjs-노비스,IN,노비스
649,2023-08-22 22:27:54,풀럼-노비스,IN,노비스
650,2023-08-23 00:47:00,정준 - 노비스,IN,노비스
651,2023-08-23 08:04:09,DHy - 노비스,IN,노비스
652,2023-08-23 11:50:54,제니팍-노비스,OUT,노비스
653,2023-08-23 14:09:46,호연지기,IN,Not defined
654,2023-08-23 14:14:07,파잇-노비스,IN,노비스
655,2023-08-23 15:10:53,관리가생명 - 노비스,IN,노비스
656,2023-08-23 16:22:02,조프로-노비스,OUT,노비스
657,2023-08-23 17:56:01,디노 - 노비스,IN,노비스
658,2023-08-23 18:28:05,그로브,IN,Not defined
659,2023-08-23 19:24:17,잘살고싶어요-노비스,IN,노비스
660,2023-08-23 19:59:27,구미웅-노비스,IN,노비스
661,2023-08-23 21:48:26,바바벙,IN,Not defined
662,2023-08-24 00:08:25,초롱초롱 튜브,IN,Not defined
663,2023-08-24 02:44:25,김찰리 - 노비드,IN,Not defined
664,2023-08-24 07:58:31,봄이아빠b-노비스,OUT,노비스
665,2023-08-24 09:06:01,무등산호랑이22 ㅡ 노비스,IN,노비스
666,2023-08-24 13:30:10,하이유정-노비스,OUT,노비스
667,2023-08-24 16:36:48,imshimson-워프수강생,IN,수강생
668,2023-08-24 17:21:51,카야97-노비스,OUT,노비스
669,2023-08-24 20:07:05,비옷입은 튜브,IN,Not defined
670,2023-08-25 00:32:35,랑블-노비스,IN,노비스
671,2023-08-25 03:18:14,보리 - 노비스,IN,노비스
672,2023-08-25 05:00:05,대졸전자수성가 - 노비스,IN,노비스
673,2023-08-25 09:48:27,박정민,IN,Not defined
674,2023-08-25 10:23:04,lifehacker-노비스,IN,노비스
675,2023-08-25 11:31:52,민쓰-노비스,OUT,노비스
676,2023-08-25 14:25:47,새로운도약- 노비스,IN,노비스
677,2023-08-25 16:29:37,비옷입은 튜브,OUT,Not defined
678,2023-08-25 18:01:52,yonghwan0688,OUT,Not defined
679,2023-08-25 18:40:25,우수수수 - 노비스,IN,노비스
680,2023-08-25 21:14:42,또또뚜뚜-노비스,OUT,노비스
681,2023-08-26 00:14:39,Doori-노비스,IN,노비스
682,2023-08-26 16:23:57,happyhappy7733-노비스,IN,노비스
683,2023-08-26 16:28:02,Happyhappy7733,IN,Not defined
684,2023-08-26 17:22:50,유릅-노비스,IN,노비스
685,2023-08-27 12:22:03,지니링류 - 노비스,IN,노비스
686,2023-08-27 13:55:21,마코-seo 수강생,IN,수강생
687,2023-08-27 13:56:30,마코-seo 수강생,OUT,수강생
688,2023-08-27 13:56:52,마코-seo 수강생,IN,수강생
689,2023-08-27 14:50:54,초롱초롱 튜브,OUT,Not defined
690,2023-08-27 19:43:44,lime5050-노비스,IN,노비스
691,2023-08-27 22:15:03,페모-기버,IN,기버
692,2023-08-27 23:53:08,효도하자-노비스,OUT,노비스
693,2023-08-28 10:13:37,박정민,OUT,Not defined
694,2023-08-28 13:04:32,아기참새맘-노비스,IN,노비스
695,2023-08-28 14:26:26,박대원-노비스,IN,노비스
696,2023-08-28 14:49:52,박대원-노비스,OUT,노비스
697,2023-08-28 14:54:11,박대원-노비스,IN,노비스
698,2023-08-28 17:56:05,택배 상자를 든 네오,IN,Not defined
699,2023-08-28 18:13:39,씨에나 - 노비스,IN,노비스
700,2023-08-28 20:50:52,리고나 - 노비스,IN,노비스
701,2023-08-28 21:52:07,MUNGA-노비스,OUT,노비스
702,2023-08-28 22:12:42,탄이 - 노비스,IN,노비스
703,2023-08-28 22:45:10,신난다 - 노비스,IN,노비스
704,2023-08-29 11:41:17,물먹는하마,OUT,Not defined
705,2023-08-29 15:00:38,우마드 - 노비스,IN,노비스
706,2023-08-29 15:03:37,데이지루,IN,Not defined
707,2023-08-29 15:05:17,무밍-노비스,IN,노비스
708,2023-08-29 15:55:22,님즈 -노비스,OUT,노비스
709,2023-08-29 21:33:55,얌수 - 노비스,IN,노비스
710,2023-08-29 22:46:20,군대가는 대학생 - 노비스,IN,노비스
711,2023-08-29 23:18:32,호카오-노비스,OUT,노비스
712,2023-08-30 09:49:36,hyun - 노비스,OUT,노비스
713,2023-08-30 13:42:10,린뀨파파-노비스,IN,노비스
714,2023-08-30 14:43:35,박대원-노비스,OUT,노비스
715,2023-08-30 14:45:46,박대원-노비스,IN,노비스
716,2023-08-30 22:07:43,이잉애-노비스,IN,노비스
717,2023-08-30 23:49:14,열심히 공부중 - 노비스,IN,노비스
718,2023-08-31 13:00:19,키정이-노비스,IN,노비스
719,2023-08-31 13:06:12,나는부자-노비스,IN,노비스
720,2023-08-31 14:46:47,공구님 - 노비스,IN,노비스
721,2023-09-01 04:42:22,워스 - 테이커,IN,테이커
722,2023-09-01 17:25:52,디딤돌-노비스,OUT,노비스
723,2023-09-01 18:45:03,머니캐쳐-노비스,IN,노비스
724,2023-09-01 19:49:48,투딸맘-노비스,IN,노비스
725,2023-09-01 21:36:56,이성탁,IN,Not defined
726,2023-09-01 23:00:08,올립-노비스,IN,노비스
727,2023-09-01 23:45:04,이성탁,OUT,Not defined
728,2023-09-02 00:49:35,용지 - 노비스,IN,노비스
729,2023-09-02 06:06:46,두룸쥐-노비스,IN,노비스
730,2023-09-02 18:11:34,설꿍이-노비스,IN,노비스
731,2023-09-02 22:50:39,최성용,IN,Not defined
732,2023-09-03 01:17:46,bell,IN,Not defined
733,2023-09-03 09:09:09,dyp - 노비스,IN,노비스
734,2023-09-03 09:58:35,jasjj-노비스,IN,노비스
735,2023-09-03 09:59:30,jasjj-노비스,OUT,노비스
736,2023-09-03 10:03:00,박자비 - 노비스,IN,노비스
737,2023-09-03 13:18:25,홍농읍송편-노비스,IN,노비스
738,2023-09-07 09:28:45,최도도 - 노비스,IN,노비스
739,2023-09-07 09:54:18,골든케이 - 노비스,IN,노비스
740,2023-09-07 12:50:58,고기만두 - 노비스,IN,노비스
741,2023-09-07 13:25:02,플덩- 노비스,OUT,노비스
742,2023-09-07 17:33:12,인생은노른자,OUT,Not defined
743,2023-09-07 19:54:56,GoJ-노비스,OUT,노비스
744,2023-09-07 21:02:59,킴즈매니아-노비스,IN,노비스
745,2023-09-07 21:41:01,노란배추잎-노비스,OUT,노비스
746,2023-09-07 22:37:19,성수김 - 노비스,IN,노비스
747,2023-09-08 10:27:50,수수-노비스,IN,노비스
748,2023-09-08 11:52:41,노란배추잎-노비스,IN,노비스
749,2023-09-08 13:26:02,쎄쎄-노비스,IN,노비스
750,2023-09-08 14:13:07,짜짜오,OUT,Not defined
751,2023-09-08 14:20:24,짜짜오-노비스,IN,노비스
752,2023-09-08 14:52:29,챙주-노비스,OUT,노비스
753,2023-09-08 16:32:38,부탁하는 무지 - 노비스,IN,노비스
754,2023-09-08 16:48:57,지금하자-노비스,OUT,노비스
755,2023-09-08 17:38:23,유유-노비스,IN,노비스
756,2023-09-08 17:40:54,쨩 - 노비스,IN,노비스
757,2023-09-08 17:46:46,쥬닝마 - 노비스,IN,노비스
758,2023-09-08 18:00:13,곤맴-노비스,IN,노비스
759,2023-09-08 20:13:42,현재의지금 - 노비스,IN,노비스
760,2023-09-08 22:15:08,Thinker🩵-노비스,IN,노비스
761,2023-09-08 22:57:13,권투하는 무지,IN,Not defined
762,2023-09-08 23:41:25,이우-노비스,IN,노비스
763,2023-09-09 02:45:15,동농이-노비스,IN,노비스
764,2023-09-09 07:16:08,jasjj-노비스,IN,노비스
765,2023-09-09 11:56:17,강의지,OUT,Not defined
766,2023-09-09 13:28:53,Alsxmchzhwjs1506,IN,Not defined
767,2023-09-09 14:38:09,사푸 - 노비스,IN,노비스
768,2023-09-09 15:06:02,하얀색벨루가,IN,Not defined
769,2023-09-09 16:40:47,꾸르벌 - 노비스,IN,노비스
770,2023-09-09 17:57:19,JJF - 노비스,IN,노비스
771,2023-09-09 23:24:38,불꽃남 - 노비스,IN,노비스
772,2023-09-10 05:58:52,디지털세계-노비스,OUT,노비스
773,2023-09-10 08:22:24,칼스 - 노비스,IN,노비스
774,2023-09-10 11:31:31,지호정 노비스,OUT,노비스
775,2023-09-10 16:47:34,그릿 - SEO 수강생,OUT,수강생
776,2023-09-10 16:51:10,소홈 - 노비스,IN,노비스
777,2023-09-10 17:24:35,불꽃남 - 노비스,OUT,노비스
778,2023-09-10 17:25:01,불꽃남 - 노비스,IN,노비스
779,2023-09-10 18:24:57,차콜블루,IN,Not defined
780,2023-09-10 18:27:13,castle - 노비스,IN,노비스
781,2023-09-10 20:45:32,하얀물감 - 노비스,OUT,노비스
782,2023-09-10 20:49:15,하얀물감 - 노비스,IN,노비스
783,2023-09-10 22:00:42,밍밍2-노비스,IN,노비스
784,2023-09-10 22:05:37,그대에게는,IN,Not defined
785,2023-09-11 00:11:12,저요,IN,Not defined
786,2023-09-11 00:49:48,아이엠댓-노비스,IN,노비스
787,2023-09-11 01:17:46,그린슈즈-노비스,OUT,노비스
788,2023-09-11 01:25:50,암쏘쏘리로알러뷰다거짓말-노비스,IN,노비스
789,2023-09-11 08:08:57,로타스-노비스,IN,노비스
790,2023-09-11 17:11:20,ㅍl닉스-노비스,IN,노비스
791,2023-09-11 22:40:22,니키,IN,Not defined
792,2023-09-11 23:19:45,니영이 노비스,IN,노비스
793,2023-09-12 00:28:01,이혜정-노비스,OUT,노비스
794,2023-09-12 03:38:38,기다림의미학,IN,Not defined
795,2023-09-12 13:19:57,돈깡스-노비스,IN,노비스
796,2023-09-12 18:33:37,하나_노비스,OUT,노비스
797,2023-09-12 20:12:51,호랑이장군대감-노비스,IN,노비스
798,2023-09-12 20:27:06,열정-노비스,IN,노비스
799,2023-09-12 20:37:39,로알남수제자-노비스,IN,노비스
800,2023-09-13 00:57:20,메이저 노마드 - seo수강생,OUT,수강생
801,2023-09-13 03:43:54,천만주인공 - 노비스,IN,노비스
802,2023-09-13 09:29:20,모르는개산책 - 노비스,IN,노비스
803,2023-09-13 11:08:00,죠리퐁 - 노비스,IN,노비스
804,2023-09-13 15:16:15,나의별도도-노비스,IN,노비스
805,2023-09-13 16:45:44,뚜딩-노비스,OUT,노비스
806,2023-09-13 18:27:15,실행력부자 - 노비스,IN,노비스
807,2023-09-13 22:07:21,쇼크 - 노비스,IN,노비스
808,2023-09-13 23:48:26,윤상민 - 노비스,OUT,노비스
809,2023-09-14 06:43:57,샬리,IN,Not defined
810,2023-09-14 11:10:55,Songyi - 노비스,IN,노비스
811,2023-09-14 11:26:15,이양봉 - 노비스,OUT,노비스
812,2023-09-14 13:27:33,범이 - 노비스,OUT,노비스
813,2023-09-14 21:20:59,진라이-노비스,OUT,노비스
814,2023-09-14 21:24:22,신애리(노비스),IN,노비스
815,2023-09-14 21:55:46,꿈꾸는 부자-노비스,IN,노비스
816,2023-09-14 23:11:55,하믿음 - 노비스,OUT,노비스
817,2023-09-15 10:49:57,윤소리 - 노비스,IN,노비스
818,2023-09-15 10:50:32,윤소리 - 노비스,OUT,노비스
819,2023-09-15 10:50:57,윤소리 - 노비스,IN,노비스
820,2023-09-15 11:45:40,삼양이,IN,Not defined
821,2023-09-15 15:22:38,부릉부릉빵 - 워프수강생,OUT,수강생
822,2023-09-15 16:11:44,프로도-워프수강생,OUT,수강생
823,2023-09-15 16:47:15,로이킴 -노비스,OUT,노비스
824,2023-09-15 16:52:47,장구 - 노비스,OUT,노비스
825,2023-09-16 00:35:42,솜-워프수강생,OUT,수강생
826,2023-09-16 01:12:27,고라니-노비스,OUT,노비스
827,2023-09-16 01:22:10,라스 - 노비스,OUT,노비스
828,2023-09-16 10:57:47,슬라이드 - 노비스,IN,노비스
829,2023-09-16 18:14:27,라이언고슬고슬링-노비스,IN,노비스
830,2023-09-17 10:02:43,일삼칠 - 노비스,IN,노비스
831,2023-09-17 12:52:53,라지 - 노비스,IN,노비스
832,2023-09-18 02:56:43,욤달,IN,Not defined
833,2023-09-18 07:18:11,카샤 - 노비스,OUT,노비스
834,2023-09-18 11:27:41,매화 - 노비스,OUT,노비스
835,2023-09-18 12:33:39,햇살코드,IN,Not defined
836,2023-09-18 13:44:05,디지털 노린이-노비스,IN,노비스
837,2023-09-18 15:02:25,아슬란의보은 - 노비스,IN,노비스
838,2023-09-19 10:40:54,전 갑니다-노비스,OUT,노비스
839,2023-09-19 10:50:45,다이룸 - 노비스,OUT,노비스
840,2023-09-19 13:09:13,지아 - 노비스,OUT,노비스
841,2023-09-19 16:24:09,천만주인공 - 노비스,OUT,노비스
842,2023-09-19 18:30:03,김준표,OUT,Not defined
843,2023-09-19 23:50:41,초롱초롱_노비스,OUT,노비스
844,2023-09-20 11:24:11,맥너겟 - 워프 수강생,OUT,수강생
845,2023-09-20 11:52:11,우렁 - 노마드,OUT,Not defined
846,2023-09-20 12:48:22,냐용,IN,Not defined
847,2023-09-20 18:09:02,백수멈춰-노비스,IN,노비스
848,2023-09-20 18:56:52,소나무-워프수강생,OUT,수강생
849,2023-09-20 20:58:46,COLDSOUND - 노비스,IN,노비스
850,2023-09-20 23:47:14,도도도레레레-노비스,IN,노비스
851,2023-09-20 23:49:49,도도도레레레-노비스,OUT,노비스
852,2023-09-20 23:50:25,도도도레레레-노비스,IN,노비스
853,2023-09-21 11:10:05,매틱스-노비스,OUT,노비스
854,2023-09-22 11:25:21,비비안20 - 노비스,OUT,노비스
855,2023-09-23 11:20:01,키키1-노비스,IN,노비스
856,2023-09-23 17:59:59,중소선물 - 노비스,IN,노비스
857,2023-09-23 19:05:06,멀리버드-노비스,OUT,노비스
858,2023-09-23 19:59:09,성실청년 -노비스,IN,노비스
859,2023-09-24 02:44:43,중소선물 - 노비스,OUT,노비스
860,2023-09-25 13:54:06,퐝-노비스,IN,노비스
861,2023-09-25 15:13:23,성미르,IN,Not defined
862,2023-09-25 16:52:20,저스트러너 - 매처,IN,매처
863,2023-09-25 18:22:55,Hdh_노비스,IN,노비스
864,2023-09-25 18:53:35,SSF-워프수강생,IN,수강생
